Source,Author,Title,Description,URL,Published At,Content,Company
ETF Daily News,MarketBeat News,Equity Residential (NYSE:EQR) Stock Rating Upgraded by Stifel Nicolaus,"Stifel Nicolaus upgraded shares of Equity Residential (NYSE:EQR – Free Report) from a hold rating to a buy rating in a research report report published on Wednesday morning, Marketbeat Ratings reports. Stifel Nicolaus currently has $81.50 price target on the …",https://www.etfdailynews.com/2024/11/17/equity-residential-nyseeqr-stock-rating-upgraded-by-stifel-nicolaus/,2024-11-17T09:00:52Z,"Stifel Nicolaus upgraded shares of Equity Residential (NYSE:EQR – Free Report) from a hold rating to a buy rating in a research report report published on Wednesday morning, Marketbeat Ratings report… [+4407 chars]",JPMorgan Chase
ETF Daily News,MarketBeat News,"Cable One, Inc. (NYSE:CABO) Given Consensus Recommendation of “Hold” by Brokerages","Shares of Cable One, Inc. (NYSE:CABO – Get Free Report) have been assigned an average rating of “Hold” from the six brokerages that are presently covering the stock, Marketbeat.com reports. Two equities research analysts have rated the stock with a sell ratin…",https://www.etfdailynews.com/2024/11/17/cable-one-inc-nysecabo-given-consensus-recommendation-of-hold-by-brokerages/,2024-11-17T07:58:49Z,"Shares of Cable One, Inc. (NYSE:CABO – Get Free Report) have been assigned an average rating of “Hold” from the six brokerages that are presently covering the stock, Marketbeat.com reports. Two equit… [+3032 chars]",JPMorgan Chase
ETF Daily News,MarketBeat News,"O’Reilly Automotive, Inc. (NASDAQ:ORLY) Receives $1,242.13 Average Target Price from Brokerages","Shares of O’Reilly Automotive, Inc. (NASDAQ:ORLY – Get Free Report) have received an average recommendation of “Moderate Buy” from the eighteen research firms that are covering the company, MarketBeat reports. Three equities research analysts have rated the s…",https://www.etfdailynews.com/2024/11/17/oreilly-automotive-inc-nasdaqorly-receives-1242-13-average-target-price-from-brokerages/,2024-11-17T07:58:49Z,"Shares of O’Reilly Automotive, Inc. (NASDAQ:ORLY – Get Free Report) have received an average recommendation of “Moderate Buy” from the eighteen research firms that are covering the company, MarketBea… [+5498 chars]",JPMorgan Chase
ETF Daily News,MarketBeat News,What is Wedbush’s Estimate for Replimune Group Q3 Earnings?,"Replimune Group, Inc. (NASDAQ:REPL – Free Report) – Analysts at Wedbush boosted their Q3 2025 earnings per share (EPS) estimates for shares of Replimune Group in a research report issued on Tuesday, November 12th. Wedbush analyst R. Driscoll now forecasts tha…",https://www.etfdailynews.com/2024/11/17/what-is-wedbushs-estimate-for-replimune-group-q3-earnings/,2024-11-17T07:56:46Z,"Replimune Group, Inc. (NASDAQ:REPL – Free Report) – Analysts at Wedbush boosted their Q3 2025 earnings per share (EPS) estimates for shares of Replimune Group in a research report issued on Tuesday, … [+4287 chars]",JPMorgan Chase
ETF Daily News,MarketBeat News,FY2025 EPS Estimates for Home Depot Increased by DA Davidson,"The Home Depot, Inc. (NYSE:HD – Free Report) – Stock analysts at DA Davidson boosted their FY2025 earnings per share estimates for shares of Home Depot in a report issued on Wednesday, November 13th. DA Davidson analyst M. Baker now anticipates that the home …",https://www.etfdailynews.com/2024/11/17/fy2025-eps-estimates-for-home-depot-increased-by-da-davidson/,2024-11-17T07:56:45Z,"The Home Depot, Inc. (NYSE:HD – Free Report) – Stock analysts at DA Davidson boosted their FY2025 earnings per share estimates for shares of Home Depot in a report issued on Wednesday, November 13th.… [+5269 chars]",JPMorgan Chase
ETF Daily News,MarketBeat News,Orion (NYSE:OEC) Stock Price Up 3.2% – What’s Next?,"Orion S.A. (NYSE:OEC – Get Free Report)’s share price rose 3.2% on Friday . The company traded as high as $17.90 and last traded at $17.85. Approximately 48,500 shares were traded during mid-day trading, a decline of 89% from the average daily volume of 444,9…",https://www.etfdailynews.com/2024/11/17/orion-nyseoec-stock-price-up-3-2-whats-next/,2024-11-17T07:48:46Z,"Orion S.A. (NYSE:OEC – Get Free Report)’s share price rose 3.2% on Friday . The company traded as high as $17.90 and last traded at $17.85. Approximately 48,500 shares were traded during mid-day trad… [+4281 chars]",JPMorgan Chase
ETF Daily News,MarketBeat News,BeiGene (NASDAQ:BGNE) Shares Gap Down – What’s Next?,"BeiGene, Ltd. (NASDAQ:BGNE – Get Free Report)’s stock price gapped down before the market opened on Friday . The stock had previously closed at $193.29, but opened at $187.79. BeiGene shares last traded at $187.03, with a volume of 31,286 shares traded. Wall …",https://www.etfdailynews.com/2024/11/17/beigene-nasdaqbgne-shares-gap-down-whats-next/,2024-11-17T07:42:45Z,"BeiGene, Ltd. (NASDAQ:BGNE – Get Free Report)’s stock price gapped down before the market opened on Friday . The stock had previously closed at $193.29, but opened at $187.79. BeiGene shares last tra… [+5313 chars]",JPMorgan Chase
ETF Daily News,MarketBeat News,Brokerages Set Carrier Global Co. (NYSE:CARR) Target Price at $82.31,"Carrier Global Co. (NYSE:CARR – Get Free Report) has been assigned an average recommendation of “Moderate Buy” from the fifteen brokerages that are presently covering the stock, Marketbeat.com reports. Seven equities research analysts have rated the stock wit…",https://www.etfdailynews.com/2024/11/17/brokerages-set-carrier-global-co-nysecarr-target-price-at-82-31/,2024-11-17T07:40:55Z,"Carrier Global Co. (NYSE:CARR – Get Free Report) has been assigned an average recommendation of “Moderate Buy” from the fifteen brokerages that are presently covering the stock, Marketbeat.com report… [+4291 chars]",JPMorgan Chase
ETF Daily News,MarketBeat News,Loop Capital Issues Positive Forecast for BrightView (NYSE:BV) Stock Price,"BrightView (NYSE:BV – Get Free Report) had its target price upped by stock analysts at Loop Capital from $18.00 to $20.00 in a research note issued on Friday,Benzinga reports. The brokerage currently has a “buy” rating on the stock. Loop Capital’s price targe…",https://www.etfdailynews.com/2024/11/17/loop-capital-issues-positive-forecast-for-brightview-nysebv-stock-price/,2024-11-17T07:40:52Z,"BrightView (NYSE:BV – Get Free Report) had its target price upped by stock analysts at Loop Capital from $18.00 to $20.00 in a research note issued on Friday,Benzinga reports. The brokerage currently… [+4107 chars]",JPMorgan Chase
ETF Daily News,MarketBeat News,Zacks Research Issues Optimistic Forecast for MC Earnings,"Moelis & Company (NYSE:MC – Free Report) – Research analysts at Zacks Research boosted their Q2 2025 earnings per share estimates for shares of Moelis & Company in a research note issued to investors on Tuesday, November 12th. Zacks Research analyst R. Depart…",https://www.etfdailynews.com/2024/11/17/zacks-research-issues-optimistic-forecast-for-mc-earnings/,2024-11-17T07:38:55Z,Moelis &amp; Company (NYSE:MC – Free Report) – Research analysts at Zacks Research boosted their Q2 2025 earnings per share estimates for shares of Moelis &amp; Company in a research note issued to i… [+5019 chars],JPMorgan Chase
ETF Daily News,MarketBeat News,"Brokerages Set CleanSpark, Inc. (NASDAQ:CLSK) Target Price at $21.42","Shares of CleanSpark, Inc. (NASDAQ:CLSK – Get Free Report) have been given a consensus recommendation of “Moderate Buy” by the six analysts that are currently covering the firm, MarketBeat.com reports. One equities research analyst has rated the stock with a …",https://www.etfdailynews.com/2024/11/17/brokerages-set-cleanspark-inc-nasdaqclsk-target-price-at-21-42/,2024-11-17T07:36:42Z,"Shares of CleanSpark, Inc. (NASDAQ:CLSK – Get Free Report) have been given a consensus recommendation of “Moderate Buy” by the six analysts that are currently covering the firm, MarketBeat.com report… [+4171 chars]",JPMorgan Chase
ETF Daily News,MarketBeat News,"Baker Hughes (NASDAQ:BKR) Stock Price Expected to Rise, Citigroup Analyst Says","Baker Hughes (NASDAQ:BKR – Free Report) had its price target lifted by Citigroup from $42.00 to $50.00 in a report issued on Thursday,Benzinga reports. They currently have a buy rating on the stock. BKR has been the topic of several other reports. JPMorgan Ch…",https://www.etfdailynews.com/2024/11/17/baker-hughes-nasdaqbkr-stock-price-expected-to-rise-citigroup-analyst-says/,2024-11-17T07:30:44Z,"Baker Hughes (NASDAQ:BKR – Free Report) had its price target lifted by Citigroup from $42.00 to $50.00 in a report issued on Thursday,Benzinga reports. They currently have a buy rating on the stock.… [+5079 chars]",JPMorgan Chase
ETF Daily News,MarketBeat News,Brokerages Set Western Alliance Bancorporation (NYSE:WAL) PT at $92.73,"Shares of Western Alliance Bancorporation (NYSE:WAL – Get Free Report) have been assigned an average rating of “Moderate Buy” from the fifteen ratings firms that are covering the firm, Marketbeat.com reports. One investment analyst has rated the stock with a …",https://www.etfdailynews.com/2024/11/17/brokerages-set-western-alliance-bancorporation-nysewal-pt-at-92-73/,2024-11-17T07:26:52Z,"Shares of Western Alliance Bancorporation (NYSE:WAL – Get Free Report) have been assigned an average rating of “Moderate Buy” from the fifteen ratings firms that are covering the firm, Marketbeat.com… [+6074 chars]",JPMorgan Chase
ETF Daily News,MarketBeat News,Brokerages Set Permian Resources Co. (NYSE:PR) Target Price at $18.87,"Shares of Permian Resources Co. (NYSE:PR – Get Free Report) have earned a consensus recommendation of “Moderate Buy” from the sixteen brokerages that are presently covering the stock, Marketbeat reports. Two investment analysts have rated the stock with a hol…",https://www.etfdailynews.com/2024/11/17/brokerages-set-permian-resources-co-nysepr-target-price-at-18-87/,2024-11-17T07:26:48Z,"Shares of Permian Resources Co. (NYSE:PR – Get Free Report) have earned a consensus recommendation of “Moderate Buy” from the sixteen brokerages that are presently covering the stock, Marketbeat repo… [+5851 chars]",JPMorgan Chase
ETF Daily News,MarketBeat News,Vertex Pharmaceuticals (NASDAQ:VRTX) Rating Increased to Strong-Buy at StockNews.com,StockNews.com upgraded shares of Vertex Pharmaceuticals (NASDAQ:VRTX – Free Report) from a buy rating to a strong-buy rating in a research report sent to investors on Wednesday. A number of other brokerages have also weighed in on VRTX. Guggenheim upped their…,https://www.etfdailynews.com/2024/11/17/vertex-pharmaceuticals-nasdaqvrtx-rating-increased-to-strong-buy-at-stocknews-com/,2024-11-17T07:24:42Z,"StockNews.com upgraded shares of Vertex Pharmaceuticals (NASDAQ:VRTX – Free Report) from a buy rating to a strong-buy rating in a research report sent to investors on Wednesday.
A number of other br… [+6162 chars]",JPMorgan Chase
ETF Daily News,MarketBeat News,Canaccord Genuity Group Cuts Akoya Biosciences (NASDAQ:AKYA) Price Target to $3.50,"Akoya Biosciences (NASDAQ:AKYA – Get Free Report) had its target price decreased by analysts at Canaccord Genuity Group from $6.00 to $3.50 in a research report issued on Friday,Benzinga reports. The firm presently has a “buy” rating on the stock. Canaccord G…",https://www.etfdailynews.com/2024/11/17/canaccord-genuity-group-cuts-akoya-biosciences-nasdaqakya-price-target-to-3-50/,2024-11-17T07:22:43Z,"Akoya Biosciences (NASDAQ:AKYA – Get Free Report) had its target price decreased by analysts at Canaccord Genuity Group from $6.00 to $3.50 in a research report issued on Friday,Benzinga reports. The… [+4248 chars]",JPMorgan Chase
ETF Daily News,MarketBeat News,FY2024 EPS Estimates for APA Raised by Capital One Financial,"APA Co. (NASDAQ:APA – Free Report) – Equities research analysts at Capital One Financial raised their FY2024 EPS estimates for APA in a research note issued on Wednesday, November 13th. Capital One Financial analyst B. Velie now anticipates that the company w…",https://www.etfdailynews.com/2024/11/17/fy2024-eps-estimates-for-apa-raised-by-capital-one-financial/,2024-11-17T07:20:46Z,"APA Co. (NASDAQ:APA – Free Report) – Equities research analysts at Capital One Financial raised their FY2024 EPS estimates for APA in a research note issued on Wednesday, November 13th. Capital One F… [+4403 chars]",JPMorgan Chase
ETF Daily News,MarketBeat News,Serco Group (LON:SRP) Lowered to Hold Rating by Shore Capital,"Shore Capital cut shares of Serco Group (LON:SRP – Free Report) to a hold rating in a research report sent to investors on Wednesday morning, MarketBeat.com reports. Separately, JPMorgan Chase & Co. reiterated an “overweight” rating on shares of Serco Group i…",https://www.etfdailynews.com/2024/11/17/serco-group-lonsrp-lowered-to-hold-rating-by-shore-capital/,2024-11-17T07:14:47Z,"Shore Capital cut shares of Serco Group (LON:SRP – Free Report) to a hold rating in a research report sent to investors on Wednesday morning, MarketBeat.com reports.
Separately, JPMorgan Chase &amp;… [+1751 chars]",JPMorgan Chase
ETF Daily News,MarketBeat News,Shore Capital Reaffirms Buy Rating for Experian (LON:EXPN),"Shore Capital reiterated their buy rating on shares of Experian (LON:EXPN – Free Report) in a research report released on Wednesday morning, MarketBeat Ratings reports. Separately, JPMorgan Chase & Co. restated an “overweight” rating on shares of Experian in …",https://www.etfdailynews.com/2024/11/17/shore-capital-reaffirms-buy-rating-for-experian-lonexpn/,2024-11-17T07:14:47Z,"Shore Capital reiterated their buy rating on shares of Experian (LON:EXPN – Free Report) in a research report released on Wednesday morning, MarketBeat Ratings reports.
Separately, JPMorgan Chase &a… [+2021 chars]",JPMorgan Chase
ETF Daily News,MarketBeat News,Zai Lab (NASDAQ:ZLAB) Sees Unusually-High Trading Volume – Here’s What Happened,"Shares of Zai Lab Limited (NASDAQ:ZLAB – Get Free Report) saw unusually-strong trading volume on Friday . Approximately 759,618 shares traded hands during trading, an increase of 12% from the previous session’s volume of 678,831 shares.The stock last traded a…",https://www.etfdailynews.com/2024/11/17/zai-lab-nasdaqzlab-sees-unusually-high-trading-volume-heres-what-happened/,2024-11-17T07:10:43Z,"Shares of Zai Lab Limited (NASDAQ:ZLAB – Get Free Report) saw unusually-strong trading volume on Friday . Approximately 759,618 shares traded hands during trading, an increase of 12% from the previou… [+2813 chars]",JPMorgan Chase
ETF Daily News,MarketBeat News,Analysts Set Expectations for McDonald’s FY2024 Earnings,"McDonald’s Co. (NYSE:MCD – Free Report) – Analysts at Zacks Research lowered their FY2024 EPS estimates for McDonald’s in a note issued to investors on Tuesday, November 12th. Zacks Research analyst H. Ray now anticipates that the fast-food giant will earn $1…",https://www.etfdailynews.com/2024/11/16/analysts-set-expectations-for-mcdonalds-fy2024-earnings/,2024-11-16T08:54:52Z,"McDonald’s Co. (NYSE:MCD – Free Report) – Analysts at Zacks Research lowered their FY2024 EPS estimates for McDonald’s in a note issued to investors on Tuesday, November 12th. Zacks Research analyst … [+6353 chars]",McDonald's Corp
The Star Online,Xia Lin,McDonald's to spend 100 mln USD to move past E. Coli outbreak,"NEW YORK, Nov. 15 (Xinhua) -- McDonald's Corp. is spending 100 million U.S. dollars in an effort to revive sales and support franchisees after a severe E. Coli outbreak spooked diners away, reported Bloomberg News on Friday. Read full story",https://www.thestar.com.my/news/world/2024/11/16/mcdonald039s-to-spend-100-mln-usd-to-move-past-e-coli-outbreak,2024-11-15T19:05:00Z,"NEW YORK, Nov. 15 (Xinhua) -- McDonald's Corp. is spending 100 million U.S. dollars in an effort to revive sales and support franchisees after a severe E. Coli outbreak spooked diners away, reported … [+801 chars]",McDonald's Corp
Yahoo Entertainment,Jonathan Stempel,"Berkshire bites into Domino's Pizza, dips into Pool amid stock retreat","(Reuters) -Warren Buffett's Berkshire Hathaway said on Thursday it made new investments in Domino's Pizza and Pool Corp in the third quarter, even as it...",https://finance.yahoo.com/news/berkshire-bites-dominos-pizza-dips-213332573.html,2024-11-14T21:33:32Z,"By Jonathan Stempel
(Reuters) -Warren Buffett's Berkshire Hathaway said on Thursday it made new investments in Domino's Pizza and Pool Corp in the third quarter, even as it retrenched from stocks su… [+2785 chars]",McDonald's Corp
Motley Fool Australia,Sebastian Bowen,Why ASX shares are lagging US stocks in 2024 (and what to do about it!),"Sick of missing out on the galloping US markets? There's an easy solution...
The post Why ASX shares are lagging US stocks in 2024 (and what to do about it!) appeared first on The Motley Fool Australia.",https://www.fool.com.au/2024/11/13/why-asx-shares-are-lagging-us-stocks-in-2024-and-what-to-do-about-it/,2024-11-12T21:56:17Z,"ASX investors are probably a fairly happy bunch right now, on the whole anyway. The S&amp;P/ASX 200 Index (ASX: XJO) has enjoyed a very successful year to date by historic standards. But for US stock… [+3983 chars]",McDonald's Corp
Terra.com.br,Reuters,"Não há vencedores em guerras comerciais, diz embaixador da China nos EUA","Não há vencedores em guerras tarifárias ou comerciais, nem em guerras sobre ciência e tecnologia ...","https://www.terra.com.br/noticias/mundo/nao-ha-vencedores-em-guerras-comerciais-diz-embaixador-da-china-nos-eua,18dfc7207798c899284032db1c7405b04c60oy7i.html",2024-11-08T11:10:45Z,"Não há vencedores em guerras tarifárias ou comerciais, nem em guerras sobre ciência e tecnologia ou indústria, disse o embaixador da China aos Estados Unidos, após a vitória de Donald Trump nas eleiç… [+2729 chars]",McDonald's Corp
GlobeNewswire,Future Market Insights Global and Consulting Pvt. Ltd.,"Barrier Packaging Market to Reach USD 24.14 Billion by 2034, Driven by Demand for High-Barrier Films and Sustainable Packaging Innovations | FMI","Barrier Packaging Market Growth Driven by Rising Demand in Food, Beverage, and Pharmaceutical Sectors; Sustainability and High-Tech Innovations Lead the Way. The barrier packaging industry is expanding, fueled by demand for protective, sustainable solutions a…",https://www.globenewswire.com/news-release/2024/11/06/2975879/0/en/Barrier-Packaging-Market-to-Reach-USD-24-14-Billion-by-2034-Driven-by-Demand-for-High-Barrier-Films-and-Sustainable-Packaging-Innovations-FMI.html,2024-11-06T16:15:00Z,"NEWARK, Del, Nov. 06, 2024 (GLOBE NEWSWIRE) -- The global barrier packaging market is projected to achieve USD 18.32 billion by 2024, growing at a steady CAGR of 2.8% over the coming decade to reach … [+32100 chars]",McDonald's Corp
NDTV News,"Daniela Sirtori, Bloomberg",McDonald's Sales Hit As It Tackles E. Coli Outbreak Crisis,"Sales at McDonald&#039;s restaurants open at least 13 months fell 1.5%, worse than analysts had projected.",https://www.ndtv.com/world-news/mcdonalds-sales-hit-as-it-tackles-e-coli-outbreak-crisis-6905792,2024-10-30T05:58:25Z,"McDonald's Corp. sales fell short of Wall Street's expectations in the third quarter following weakness in international markets such as France, China, the UK and the Middle East. Sales at restaurant… [+2603 chars]",McDonald's Corp
Newsweek,Shamim Chowdhury,Value Meals Drive McDonald's Sales Recovery Amid E. coli Crisis,"McDonald's has reported a slight increase in U.S. sales for the third quarter, largely due to the introduction of value meals.",https://www.newsweek.com/value-meals-drive-mcdonalds-us-sales-recovery-amid-e-coli-crisis-1976566,2024-10-29T16:32:21Z,"McDonald's has reported a slight increase in U.S. sales for the third quarter, largely due to the introduction of value meals as customers try to navigate widespread rising prices.
However, the fast… [+3759 chars]",McDonald's Corp
Biztoc.com,cnbc.com,"Stocks making the biggest moves premarket: VF Corp, McDonald's, Pfizer, PayPal and more","Check out the companies making headlines before the bell. VF Corp – Shares soared nearly 20% following the North Face and JanSport parent's better-than-expected quarterly results. For the fiscal second quarter, the company posted adjusted earnings of 60 cents…",https://biztoc.com/x/9426eefbf5349d01,2024-10-29T12:51:20Z,Check out the companies making headlines before the bell. VF Corp Shares soared nearly 20% following the North Face and JanSport parent's better-than-expected quarterly results. For the fiscal second… [+146 chars],McDonald's Corp
WDIV ClickOnDetroit,Dee-ann Durbin,McDonald's value meals turn around US sales in third quarter with customers hungry for deals,Value meals helped turn around McDonald’s U.S. sales in the third quarter with customers smarting from higher prices all over.,https://www.clickondetroit.com/business/2024/10/29/mcdonalds-value-meals-turn-around-us-sales-in-third-quarter-with-customers-hungry-for-deals/,2024-10-29T12:01:23Z,"Value meals helped turn around McDonald's U.S. sales in the third quarter with customers smarting from higher prices all over, but that recovery could be dented in the final months of the year by an … [+2084 chars]",McDonald's Corp
seattlepi.com,"By DEE-ANN DURBIN, AP Business Writer",McDonald's value meals turn around US sales in third quarter with customers hungry for deals,Value meals helped turn around McDonald’s U.S. sales in the third quarter with customers smarting from higher prices all over. But that recovery could be dented by an E. coli outbreak tied to the company’s Quarter Pounder hamburgers. McDonald’s said Tuesday t…,https://www.seattlepi.com/business/article/mcdonald-s-value-meals-turn-around-us-sales-in-19870501.php,2024-10-29T11:39:10Z,"Value meals helped turn around McDonald's U.S. sales in the third quarter with customers smarting from higher prices all over, but that recovery could be dented in the final months of the year by an … [+1953 chars]",McDonald's Corp
Fortune,"Dee-Ann Durbin, The Associated Press",McDonald’s $5 value meals save third quarter U.S. sales but E. coli outbreak hangs over recovery,The $5 deal was so successful that McDonald's recently extended it to December at most of its U.S. stores.,https://fortune.com/2024/10/29/mcdonalds-5-value-meals-save-third-quarter-e-coli-outbreak-hangs-over-recovery/,2024-10-29T11:33:01Z,"Value meals helped turn around McDonalds U.S. sales in the third quarter with customers smarting from higher prices all over, but that recovery could be dented in the final months of the year by an E… [+1847 chars]",McDonald's Corp
ABC News,DEE-ANN DURBIN AP business writer,McDonald's value meals turn around US sales in third quarter with customers hungry for deals,Value meals helped turn around McDonald’s U.S. sales in the third quarter with customers smarting from higher prices all over,https://abcnews.go.com/Business/wireStory/mcdonalds-meals-turn-us-sales-quarter-customers-hungry-115252132,2024-10-29T11:18:27Z,"Value meals helped turn around McDonald's U.S. sales in the third quarter with customers smarting from higher prices all over, but that recovery could be dented in the final months of the year by an … [+1858 chars]",McDonald's Corp
Biztoc.com,finance.yahoo.com,McDonald's: Q3 Earnings Snapshot,"In This Article:
CHICAGO (AP) — CHICAGO (AP) — McDonald's Corp. (MCD) on Tuesday reported third-quarter earnings of $2.26 billion.
The Chicago-based company said it had net income of $3.13 per share. Earnings, adjusted for non-recurring costs, were $3.23 per …",https://biztoc.com/x/8fbb44720155a01b,2024-10-29T11:15:15Z,In This Article:CHICAGO (AP) CHICAGO (AP) McDonald's Corp. (MCD) on Tuesday reported third-quarter earnings of $2.26 billion.The Chicago-based company said it had net income of $3.13 per share. Earni… [+151 chars],McDonald's Corp
Investing.com,Reuters,Futures tread water amid earnings deluge; Ford falls,Futures tread water amid earnings deluge; Ford falls,https://www.investing.com/news/stock-market-news/futures-tread-water-amid-earnings-deluge-ford-falls-3687589,2024-10-29T10:01:27Z,"(Reuters) - U.S. stock index futures were little changed on Tuesday as investors prepared for a bevy of corporate results, most notably from Alphabet (NASDAQ:GOOGL) to gauge the strength of the techn… [+2397 chars]",McDonald's Corp
NDTV News,"Daniela Sirtori, Bloomberg","""We Are Sorry"": McDonald's Sales Slump As E.Coli Outbreak Spooks Customers",McDonald&#039;s Corp. sales plummeted following news of E. coli infections linked to the chain&#039;s Quarter Pounders.,https://www.ndtv.com/world-news/mcdonalds-sales-slump-as-e-coli-outbreak-spooks-customers-we-are-sorry-6897484,2024-10-29T04:34:59Z,"McDonald's Corp. sales plummeted following news of E. coli infections linked to the chain's Quarter Pounders.
Transactions fell as much as 6% from the prior year in the days after the outbreak becam… [+1968 chars]",McDonald's Corp
CNBC,,"Oil sell-off fuels stock gains — plus, AMD earnings loom and CrowdStrike counters Delta lawsuit","Every weekday, the Investing Club releases the Homestretch; an actionable afternoon update just in time for the last hour of trading.",https://www.cnbc.com/2024/10/28/oil-sell-off-fuels-stock-gains-plus-amd-earnings-loom-and-crowdstrike-counters-delta-lawsuit.html,2024-10-28T18:57:08Z,"Every weekday, the CNBC Investing Club with Jim Cramer releases the Homestretch an actionable afternoon update, just in time for the last hour of trading on Wall Street. Markets: Stocks are holding o… [+4493 chars]",McDonald's Corp
Epravda.com.ua,Економічна правда,Продажі McDonald's впали після спалаху кишкової палички,"Продажі McDonald's Corp. впали після новин про інфікування кишковою паличкою, пов'язане із закусками мережі Quarter Pounders (Чизбургер).",https://www.epravda.com.ua/news/2024/10/28/721133/,2024-10-28T18:47:00Z,"McDonald's Corp. , ' Quarter Pounders ().
 Bloomberg
, 6% 2023 , .
 McDonald's, , , 5 , ' -. 
 McDonald's , .
:
 McDonaldʼs 7% , , ʼ , 49 .
 McDonald's , McDonald's, 49 , .",McDonald's Corp
Epravda.com.ua,Экономическая правда,Продажи McDonald's упали после вспышки кишечной палочки,"Продажи McDonald's Corp. упали после новостей об инфицировании кишечной палочкой, связанном с закусками сети Quarter Pounders (Чизбургер).",https://www.epravda.com.ua/rus/news/2024/10/28/721133/,2024-10-28T18:47:00Z,"McDonald's Corp. , Quarter Pounders ().
 Bloomberg
, 6% 2023 , .
 McDonald's, , , 5 , -.
 McDonald's , .
:
 McDonaldʼs 7% , , , 49 .
 McDonald's , McDonald's, 49 , .",McDonald's Corp
Forbes,"Mary Whitfill Roeloffs, Forbes Staff, 
 Mary Whitfill Roeloffs, Forbes Staff
 https://www.forbes.com/sites/maryroeloffs/",Salad Kits Linked To Potentially Contaminated Poultry: Here Are All The Recent Listeria Warnings,Here are all the listeria recalls that have been issued in the month of October.,https://www.forbes.com/sites/maryroeloffs/2024/10/28/salad-kits-linked-to-potentially-contaminated-poultry-here-are-all-the-recent-listeria-warnings/,2024-10-28T18:20:17Z,Pre-made chicken Caesar salad kits from the company Fresh Express have been recalled in four states because they contain chicken linked to a potential listeria contamination discovered earlier this m… [+6832 chars],McDonald's Corp
Investing.com,Investing.com,,,https://www.investing.com/news/stock-market-news/-93CH-3686521,2024-10-28T18:00:32Z,"Google (NASDAQ:GOOGL), Visa (NYSE:V), AMD set to report earnings Tuesday
Earnings season continues, with a diverse array of companies preparing to unveil their financial results for the upcoming tra… [+3032 chars]",McDonald's Corp
Biztoc.com,benzinga.com,"McDonald's Q3 Earnings Preview: Stock Shows Bearish Signals, But Long-Term Strength Still Holds","McDonald’s Corp (NYSE:MCD) will be reporting its third-quarter earnings on Tuesday. Wall Street expects $3.20 in EPS and $6.82 billion in revenues as the company reports before market hours.
The company currently faces some scrutiny due to a recent E. coli ou…",https://biztoc.com/x/1f42f531b9ee8425,2024-10-28T16:25:34Z,McDonalds Corp (NYSE:MCD) will be reporting its third-quarter earnings on Tuesday. Wall Street expects $3.20 in EPS and $6.82 billion in revenues as the company reports before market hours.The compan… [+144 chars],McDonald's Corp
Kffhealthnews.org,,"Monday, October 28, 2024",,https://kffhealthnews.org/morning-briefing/monday-october-28-2024/,2024-10-28T12:34:31Z,"Dozens More E. Coli Cases Linked To McDonald's; Quarter Pounders Back On Menu Already
The number of people infected in the outbreak has risen from 49 to 75, the FDA said Friday. The burgers will be … [+5387 chars]",McDonald's Corp
Yahoo Entertainment,,"Market Digest: SNY, CME, HOG, PCAR, LEA, VLTO","Find the latest Harley-Davidson, Inc. (HOG) stock forecast based on top analyst's estimates, plus more investing and trading data from Yahoo Finance",https://finance.yahoo.com/research/reports/ARGUS_41640_MarketSummary_1730114252000/,2024-10-28T11:17:32Z,"Monday Tee Up: Mag 7, Jobs, Inflation This week and next are perhaps the biggest two weeks of the year for Wall Street. This week, five of the Magnificent 7 companies report earnings and there is imp… [+2350 chars]",McDonald's Corp
Biztoc.com,benzinga.com,McDonald's Broken Ice Cream Machines Can Finally Be Fixed As New Copyright Exemption Allows 3rd Party Repairs,"The U.S. copyright office has granted an exemption allowing third-party repairs of the frequently malfunctioning ice cream machines at McDonald’s Corp. (NYSE:MCD).
What Happened: Last week, the U.S. copyright office gave the green light to third parties to di…",https://biztoc.com/x/ba603eaaa7d6ad82,2024-10-28T10:08:54Z,"The U.S. copyright office has granted an exemption allowing third-party repairs of the frequently malfunctioning ice cream machines at McDonalds Corp. (NYSE:MCD).What Happened: Last week, the U.S. co… [+144 chars]",McDonald's Corp
ETF Daily News,MarketBeat News,GHP Investment Advisors Inc. Purchases 74 Shares of McDonald’s Co. (NYSE:MCD),"GHP Investment Advisors Inc. boosted its position in shares of McDonald’s Co. (NYSE:MCD – Free Report) by 3.0% during the 3rd quarter, HoldingsChannel.com reports. The firm owned 2,553 shares of the fast-food giant’s stock after acquiring an additional 74 sha…",https://www.etfdailynews.com/2024/10/28/ghp-investment-advisors-inc-purchases-74-shares-of-mcdonalds-co-nysemcd/,2024-10-28T09:17:00Z,"GHP Investment Advisors Inc. boosted its position in shares of McDonald’s Co. (NYSE:MCD – Free Report) by 3.0% during the 3rd quarter, HoldingsChannel.com reports. The firm owned 2,553 shares of the … [+6884 chars]",McDonald's Corp
